ClothNane;ClothCategory;Season;ClothSilh;ClothModel;ClothSize;allCount;allReceipts
3131511;Штаны ;Зима;прямые;510;56;98;108,58217
3131511;Штаны ;Зима;прямые;510;58;88;94,4879
3131511;Штаны ;Зима;прямые;510;60;45;46,2384
3318396;Штаны ;Зима;прямые;396;46;57;56,7498
3318396;Штаны ;Зима;прямые;396;48;75;77,7412
3318396;Штаны ;Зима;прямые;396;50;151;139,67542
3318396;Штаны ;Зима;прямые;396;52;187;180,4954
3318396;Штаны ;Зима;прямые;396;54;189;179,7279
3318396;Штаны ;Зима;прямые;396;56;163;155,3192
3318396;Штаны ;Зима;прямые;396;58;110;102,7643
3318396;Штаны ;Зима;прямые;396;60;89;86,6982
3318396;Штаны ;Зима;прямые;396;62;64;62,909
3318396;Штаны ;Зима;прямые;396;64;63;62,2593
3318396;Штаны ;Зима;прямые;396;66;44;47,5609
3311378;Штаны ;Зима;прямые;278;44;10;8,45604
3311378;Штаны ;Зима;прямые;278;46;32;31,70708
3311378;Штаны ;Зима;прямые;278;48;68;61,22324
3311378;Штаны ;Зима;прямые;278;50;76;71,66776
3311378;Штаны ;Зима;прямые;278;52;70;60,4541
3311378;Штаны ;Зима;прямые;278;54;77;68,47906
3311378;Штаны ;Зима;прямые;278;56;60;54,6291
3311378;Штаны ;Зима;прямые;278;58;47;43,42952
3311378;Штаны ;Зима;прямые;278;60;39;33,09302
3311378;Штаны ;Зима;прямые;278;62;32;30,0035
3311378;Штаны ;Зима;прямые;278;64;28;28,331
515113;Штаны ;Внесезонная;прямые;12;46;1;0,2
qwe5351-1513;Штаны ;Весна-осень;прямые;402;50;8;2,56
qwe5351-1513;Штаны ;Весна-осень;прямые;402;52;3;0,96
qwe5351-1513;Штаны ;Весна-осень;прямые;402;62;1;0,32
5168515;Штаны ;Весна-осень;прямые;505;46;3;0,75
5168515;Штаны ;Весна-осень;прямые;505;48;1;0,25
5168515;Штаны ;Весна-осень;прямые;505;50;2;3,8975
5168515;Штаны ;Весна-осень;прямые;505;52;1;0,49
5168515;Штаны ;Весна-осень;прямые;505;54;4;4,951
5168515;Штаны ;Весна-осень;прямые;505;56;3;1,5535
5168515;Штаны ;Весна-осень;прямые;505;58;3;2,2765
5168515;Штаны ;Весна-осень;прямые;505;60;2;0,5
5168515;Штаны ;Весна-осень;прямые;505;62;3;1,6067
5168515;Штаны ;Весна-осень;прямые;505;64;1;1,0535
5116385;Штаны ;Весна-осень;прямые;384;46;15;21,5774
5116385;Штаны ;Весна-осень;прямые;384;48;20;30,8319
5116385;Штаны ;Весна-осень;прямые;384;50;19;25,576
5116385;Штаны ;Весна-осень;прямые;384;52;19;25,576
5116385;Штаны ;Весна-осень;прямые;384;54;21;29,7992
5116385;Штаны ;Весна-осень;прямые;384;56;18;24,1026
5116385;Штаны ;Весна-осень;прямые;384;58;15;21,8394
5116385;Штаны ;Весна-осень;прямые;384;60;13;17,4167
5331515;Штаны ;Весна-осень;прямые;505;46;42;49,9916
5331515;Штаны ;Весна-осень;прямые;505;48;47;53,6785
5331515;Штаны ;Весна-осень;прямые;505;50;92;108,2041
5331515;Штаны ;Весна-осень;прямые;505;52;112;138,4556
5331515;Штаны ;Весна-осень;прямые;505;54;114;134,2517
5331515;Штаны ;Весна-осень;прямые;505;56;101;120,37384
5331515;Штаны ;Весна-осень;прямые;505;58;97;118,4501
5331515;Штаны ;Весна-осень;прямые;505;60;73;87,253
5331515;Штаны ;Весна-осень;прямые;505;62;54;63,083
5331515;Штаны ;Весна-осень;прямые;505;64;39;46,1374
5331531;Штаны ;Весна-осень;прямые;531;48;45;54,5521
5331531;Штаны ;Весна-осень;прямые;531;50;47;57,1808
5331531;Штаны ;Весна-осень;прямые;531;52;58;70,2226
5331531;Штаны ;Весна-осень;прямые;531;54;64;78,1433
5331531;Штаны ;Весна-осень;прямые;531;56;70;85,8755
5331531;Штаны ;Весна-осень;прямые;531;58;67;86,0008
5331531;Штаны ;Весна-осень;прямые;531;60;53;65,1573
5331531;Штаны ;Весна-осень;прямые;531;62;51;62,2308
5331531;Штаны ;Весна-осень;прямые;531;64;26;31,2049
5331533;Штаны ;Весна-осень;прямые;532;42;53;65,633
5331533;Штаны ;Весна-осень;прямые;532;44;82;104,988
5331533;Штаны ;Весна-осень;прямые;532;46;103;129,6479
5331533;Штаны ;Весна-осень;прямые;532;48;120;150,8429
5331533;Штаны ;Весна-осень;прямые;532;50;108;134,2986
5331533;Штаны ;Весна-осень;прямые;532;52;100;128,7742
5331533;Штаны ;Весна-осень;прямые;532;54;80;98,1264
5331533;Штаны ;Весна-осень;прямые;532;56;57;70,6215
5331659;Штаны ;Весна-осень;прямые;649;46;18;23,9012
5331659;Штаны ;Весна-осень;прямые;649;48;50;62,1586
5331659;Штаны ;Весна-осень;прямые;649;50;68;84,95631
5331659;Штаны ;Весна-осень;прямые;649;52;79;99,9782
5331659;Штаны ;Весна-осень;прямые;649;54;74;97,8281
5331659;Штаны ;Весна-осень;прямые;649;56;66;82,63809
5331659;Штаны ;Весна-осень;прямые;649;58;50;71,0739
5331659;Штаны ;Весна-осень;прямые;649;60;38;50,3426
5331659;Штаны ;Весна-осень;прямые;649;62;38;45,7134
5331659;Штаны ;Весна-осень;прямые;649;64;38;47,4392
5331659;Штаны ;Весна-осень;прямые;649;66;29;36,7748
5353533;Штаны ;Весна-осень;прямые;532;40;5;5,9081
5353533;Штаны ;Весна-осень;прямые;532;42;18;20,5493
5353533;Штаны ;Весна-осень;прямые;532;44;26;36,4023
5353533;Штаны ;Весна-осень;прямые;532;46;36;44,6778
5353533;Штаны ;Весна-осень;прямые;532;48;47;58,2357
5353533;Штаны ;Весна-осень;прямые;532;50;37;43,8106
5353533;Штаны ;Весна-осень;прямые;532;52;37;44,5068
5353533;Штаны ;Весна-осень;прямые;532;54;33;37,4262
5353533;Штаны ;Весна-осень;прямые;532;56;17;18,6048
515113;Штаны ;Весна-осень;прямые;12;46;1;1,19
515113;Штаны ;Весна-осень;прямые;12;48;2;0,9987
515113;Штаны ;Весна-осень;прямые;12;54;9;5,31
515113;Штаны ;Весна-осень;прямые;12;56;1;1,19
515113;Штаны ;Весна-осень;прямые;12;58;2;1,78
515113;Штаны ;Весна-осень;прямые;12;52;1;0,59
515113;Штаны ;Весна-осень;прямые;12;54;1;0,29
515113;Штаны ;Весна-осень;прямые;12;58;2;1,0974
515113;Штаны ;Весна-осень;прямые;12;60;2;1,0974
515113;Штаны ;Весна-осень;прямые;12;44;1;1,19
515113;Штаны ;Весна-осень;прямые;12;46;6;4,1164
515113;Штаны ;Весна-осень;прямые;12;48;53;26,1474
515113;Штаны ;Весна-осень;прямые;12;50;137;53,7658
515113;Штаны ;Весна-осень;прямые;12;52;142;60,8281
515113;Штаны ;Весна-осень;прямые;12;54;80;61,28281
515113;Штаны ;Весна-осень;прямые;12;56;55;43,666
515113;Штаны ;Весна-осень;прямые;12;58;6;8,457
515113;Штаны ;Весна-осень;прямые;12;60;1;2,987
515113;Штаны ;Весна-осень;прямые;12;62;4;6,197
515113;Штаны ;Весна-осень;прямые;12;64;0;0,717
515113;Штаны ;Весна-осень;прямые;12;66;1;1,43
515113;Штаны ;Весна-осень;прямые;12;46;1;0,59
515113;Штаны ;Весна-осень;прямые;12;58;2;1,78
5151378;Штаны ;Весна-осень;прямые;278;44;11;10,5633
5151378;Штаны ;Весна-осень;прямые;278;46;19;18,57046
5151378;Штаны ;Весна-осень;прямые;278;48;62;58,3235
5151378;Штаны ;Весна-осень;прямые;278;50;90;86,68016
5151378;Штаны ;Весна-осень;прямые;278;52;86;84,899
5151378;Штаны ;Весна-осень;прямые;278;54;86;84,8302
5151378;Штаны ;Весна-осень;прямые;278;56;84;87,84605
5151378;Штаны ;Весна-осень;прямые;278;58;80;82,2904
5151378;Штаны ;Весна-осень;прямые;278;60;57;59,5863
5151378;Штаны ;Весна-осень;прямые;278;62;33;32,7649
5151378;Штаны ;Весна-осень;прямые;278;64;22;26,80547
5151385;Штаны ;Весна-осень;прямые;384;46;15;16,0638
5151385;Штаны ;Весна-осень;прямые;384;48;27;27,1536
5151385;Штаны ;Весна-осень;прямые;384;50;82;78,2657
5151385;Штаны ;Весна-осень;прямые;384;52;81;79,9201
5151385;Штаны ;Весна-осень;прямые;384;54;89;87,49195
5151385;Штаны ;Весна-осень;прямые;384;56;81;79,68675
5151385;Штаны ;Весна-осень;прямые;384;58;61;61,1051
5151385;Штаны ;Весна-осень;прямые;384;60;23;25,0478
5151396;Штаны ;Весна-осень;прямые;396;46;3;0,92
5151396;Штаны ;Весна-осень;прямые;396;48;4;4,0442
5151396;Штаны ;Весна-осень;прямые;396;50;1;0,702
5151396;Штаны ;Весна-осень;прямые;396;52;11;10,02574
5151396;Штаны ;Весна-осень;прямые;396;54;7;5,2182
5151396;Штаны ;Весна-осень;прямые;396;56;3;1,8554
5151396;Штаны ;Весна-осень;прямые;396;58;5;3,4154
5151396;Штаны ;Весна-осень;прямые;396;60;4;3,1804
5151396;Штаны ;Весна-осень;прямые;396;64;6;3,972
5151396;Штаны ;Весна-осень;прямые;396;66;2;1,59704
5151513;Штаны ;Весна-осень;прямые;402;48;15;16,8067
5151513;Штаны ;Весна-осень;прямые;402;50;11;15,0015
5151513;Штаны ;Весна-осень;прямые;402;52;45;59,2079
5151513;Штаны ;Весна-осень;прямые;402;54;63;72,5139
5151513;Штаны ;Весна-осень;прямые;402;56;61;62,5038
5151513;Штаны ;Весна-осень;прямые;402;58;66;76,4733
5151513;Штаны ;Весна-осень;прямые;402;60;63;75,48
5151513;Штаны ;Весна-осень;прямые;402;62;40;41,1469
5151513;Штаны ;Весна-осень;прямые;402;64;32;34,57475
5151513;Штаны ;Весна-осень;прямые;402;66;32;30,8535
5151513;Штаны ;Весна-осень;прямые;402;68;25;21,8988
5151513;Штаны ;Весна-осень;прямые;503;36;3;2,61
5151513;Штаны ;Весна-осень;прямые;503;38;9;5,825
5151513;Штаны ;Весна-осень;прямые;503;40;11;10,825
5151513;Штаны ;Весна-осень;прямые;503;42;12;10,9755
5151513;Штаны ;Весна-осень;прямые;503;44;19;18,271
5151513;Штаны ;Весна-осень;прямые;503;46;10;8,7657
5151513;Штаны ;Весна-осень;прямые;503;48;46;34,6037
5151513;Штаны ;Весна-осень;прямые;503;50;29;21,5892
5151513;Штаны ;Весна-осень;прямые;503;52;16;12,0362
5151513;Штаны ;Весна-осень;прямые;503;54;19;14,6305
5151515;Штаны ;Весна-осень;прямые;505;46;28;31,2896
5151515;Штаны ;Весна-осень;прямые;505;48;55;55,5575
5151515;Штаны ;Весна-осень;прямые;505;50;58;56,1609
5151515;Штаны ;Весна-осень;прямые;505;52;63;62,8206
5151515;Штаны ;Весна-осень;прямые;505;54;55;52,1351
5151515;Штаны ;Весна-осень;прямые;505;56;61;61,5333
5151515;Штаны ;Весна-осень;прямые;505;58;49;50,2501
5151515;Штаны ;Весна-осень;прямые;505;60;48;42,9362
5151515;Штаны ;Весна-осень;прямые;505;62;36;33,9847
5151515;Штаны ;Весна-осень;прямые;505;64;17;23,0602
515181;Штаны ;Весна-осень;прямые;80;36;4;1,2
515181;Штаны ;Весна-осень;прямые;80;38;1;0,39
515181;Штаны ;Весна-осень;прямые;80;40;2;1,38
515181;Штаны ;Весна-осень;прямые;80;42;9;6,95318
515181;Штаны ;Весна-осень;прямые;80;44;24;22,55572
515181;Штаны ;Весна-осень;прямые;80;46;25;23,44539
515181;Штаны ;Весна-осень;прямые;80;48;19;19,0673
515181;Штаны ;Весна-осень;прямые;80;50;18;18,28035
515181;Штаны ;Весна-осень;прямые;80;52;7;9,34803
515181;Штаны ;Весна-осень;прямые;80;54;8;8,80261
5153385;Штаны ;Весна-осень;прямые;384;46;52;48,906
5153385;Штаны ;Весна-осень;прямые;384;48;95;94,10545
5153385;Штаны ;Весна-осень;прямые;384;50;125;129,83864
5153385;Штаны ;Весна-осень;прямые;384;52;134;140,93139
5153385;Штаны ;Весна-осень;прямые;384;54;134;131,62939
5153385;Штаны ;Весна-осень;прямые;384;56;112;114,11862
5153385;Штаны ;Весна-осень;прямые;384;58;118;117,78787
5153385;Штаны ;Весна-осень;прямые;384;60;89;93,09956
5153396;Штаны ;Весна-осень;прямые;396;46;0;0
5153396;Штаны ;Весна-осень;прямые;396;48;6;4,9403
5153396;Штаны ;Весна-осень;прямые;396;50;26;23,7243
5153396;Штаны ;Весна-осень;прямые;396;52;38;33,8484
5153396;Штаны ;Весна-осень;прямые;396;54;50;46,1208
5153396;Штаны ;Весна-осень;прямые;396;56;45;41,8022
5153396;Штаны ;Весна-осень;прямые;396;58;36;32,4716
5153396;Штаны ;Весна-осень;прямые;396;60;17;18,7958
5153396;Штаны ;Весна-осень;прямые;396;62;6;7,0528
5153396;Штаны ;Весна-осень;прямые;396;64;20;19,9532
5153396;Штаны ;Весна-осень;прямые;396;66;7;6,4617
5153515;Штаны ;Весна-осень;прямые;505;46;0;0
5153515;Штаны ;Весна-осень;прямые;505;48;4;4,5218
5153515;Штаны ;Весна-осень;прямые;505;50;22;23,0446
5153515;Штаны ;Весна-осень;прямые;505;52;44;46,26965
5153515;Штаны ;Весна-осень;прямые;505;54;45;53,8069
5153515;Штаны ;Весна-осень;прямые;505;56;52;60,4534
5153515;Штаны ;Весна-осень;прямые;505;58;31;36,77705
5153515;Штаны ;Весна-осень;прямые;505;60;14;18,4873
